#width: 32
p d birth death 
2 1 7.37434 7.37379
2 1 7.37387 7.37379
2 1 7.37386 7.37379
2 1 7.37386 7.37379
2 1 7.37402 7.37379
2 1 7.37408 7.37378
2 1 7.37408 7.37378
2 1 7.37383 7.37378
2 1 7.37378 7.37377
2 1 7.3739 7.37377
2 1 7.37409 7.37377
2 1 7.37393 7.37377
2 1 7.37403 7.37377
2 1 7.3738 7.37377
2 1 7.37378 7.37377
2 1 7.37381 7.37377
2 1 7.37414 7.37377
2 1 7.37381 7.37377
2 1 7.37386 7.37377
2 1 7.37386 7.37377
2 1 7.37383 7.37376
2 1 7.37387 7.37376
2 1 7.37441 7.37376
2 1 7.37396 7.37376
2 1 7.3738 7.37376
2 1 7.37377 7.37376
2 1 7.37376 7.37376
2 1 7.37385 7.37376
2 1 7.37376 7.37376
2 1 7.37379 7.37376
2 1 7.37376 7.37376
2 1 7.37383 7.37376
2 1 7.37387 7.37376
2 1 7.37383 7.37376
2 1 7.37377 7.37376
2 1 7.37391 7.37375
2 1 7.37376 7.37375
2 1 7.37376 7.37375
2 1 7.37378 7.37375
2 1 7.37377 7.37375
2 1 7.37388 7.37375
2 1 7.37385 7.37375
2 1 7.3766 7.37375
2 1 7.37377 7.37375
2 1 7.37376 7.37375
2 1 7.37376 7.37375
2 1 7.37375 7.37375
2 1 7.37394 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37376 7.37375
2 1 7.37375 7.37375
2 1 7.37377 7.37375
2 1 7.37376 7.37375
2 1 7.37375 7.37375
2 1 7.37381 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37422 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37376 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37382 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37376 7.37375
2 1 7.37376 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37376 7.37375
2 1 7.37375 7.37375
2 1 7.3738 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37379 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37375 7.37375
2 1 7.37376 7.37375
2 1 7.37376 7.37375
2 1 7.37377 7.37375
2 1 7.37375 7.37375
2 1 7.37388 7.37375
2 1 7.37375 7.37375
2 1 7.37376 7.37374
2 1 7.37377 7.37374
2 1 7.37375 7.37374
2 1 7.37375 7.37374
2 1 7.37375 7.37374
2 1 7.37375 7.37374
2 1 7.37377 7.37374
2 1 7.37377 7.37374
2 1 7.37377 7.37374
2 1 7.37415 7.37374
2 1 7.37376 7.37374
2 1 7.37377 7.37374
2 1 7.3738 7.37374
2 1 7.37375 7.37374
2 1 7.37375 7.37374
2 1 7.37379 7.37374
2 1 7.37375 7.37374
2 1 7.37377 7.37374
2 1 7.37375 7.37374
2 1 7.37375 7.37374
2 1 7.37375 7.37374
2 1 7.37386 7.37374
2 1 7.37376 7.37374
2 1 7.37385 7.37374
2 1 7.37375 7.37374
2 1 7.37374 7.37374
2 1 7.37375 7.37374
2 1 7.37375 7.37374
2 1 7.37378 7.37374
2 1 7.37379 7.37374
2 1 7.37375 7.37374
2 1 7.37374 7.37374
2 1 7.37377 7.37374
2 1 7.37391 7.37374
2 1 7.37378 7.37374
2 1 7.37375 7.37374
2 1 7.37379 7.37374
2 1 7.3738 7.37374
2 1 7.37374 7.37374
2 1 7.37376 7.37374
2 1 7.37375 7.37374
2 1 7.37375 7.37374
2 1 7.37375 7.37374
2 1 7.37376 7.37374
2 1 7.37378 7.37374
2 1 7.37374 7.37374
2 1 7.37375 7.37374
2 1 7.37375 7.37374
2 1 7.37375 7.37374
2 1 7.37375 7.37374
2 1 7.37394 7.37374
2 1 7.37414 7.37374
2 1 7.37375 7.37374
2 1 7.37381 7.37374
2 1 7.37375 7.37374
2 1 7.37374 7.37374
2 1 7.37376 7.37374
2 1 7.37381 7.37374
2 1 7.37377 7.37374
2 1 7.37382 7.37374
2 1 7.37383 7.37374
2 1 7.37414 7.37374
2 1 7.37376 7.37374
2 1 7.37376 7.37373
2 1 7.37482 7.37373
2 1 7.37374 7.37373
2 1 7.37375 7.37373
2 1 7.37375 7.37373
2 1 7.37377 7.37373
2 1 7.37377 7.37373
2 1 7.37377 7.37373
2 1 7.37385 7.37373
2 1 7.37374 7.37373
2 1 7.37385 7.37373
2 1 7.37377 7.37373
2 1 7.37375 7.37373
2 1 7.37379 7.37373
2 1 7.37377 7.37373
2 1 7.37559 7.37373
2 1 7.37375 7.37373
2 1 7.37375 7.37373
2 1 7.37376 7.37373
2 1 7.37378 7.37373
2 1 7.37398 7.37373
2 1 7.37375 7.37373
2 1 7.37377 7.37373
2 1 7.37377 7.37373
2 1 7.37374 7.37373
2 1 7.37375 7.37373
2 1 7.37381 7.37373
2 1 7.37376 7.37373
2 1 7.37387 7.37373
2 1 7.3738 7.37373
2 1 7.3738 7.37373
2 1 7.37382 7.37373
2 1 7.37375 7.37373
2 1 7.37373 7.37372
2 1 7.37605 7.37372
2 1 7.37554 7.37372
2 1 7.37399 7.37372
2 1 7.37377 7.37372
2 1 7.37384 7.37372
2 1 7.37557 7.37372
2 1 7.374 7.37372
2 1 7.37373 7.37372
2 1 7.37377 7.37372
2 1 7.37381 7.37372
2 1 7.37375 7.37372
2 1 7.37377 7.37372
2 1 7.37379 7.37372
2 1 7.37374 7.37372
2 1 7.37374 7.37372
2 1 7.37374 7.37372
2 1 7.37374 7.37372
2 1 7.37399 7.37372
2 1 7.37373 7.37372
2 1 7.37373 7.37372
2 1 7.37373 7.37372
2 1 7.37372 7.37372
2 1 7.37378 7.37372
2 1 7.37376 7.37372
2 1 7.37378 7.37372
2 1 7.37375 7.37372
2 1 7.37375 7.37371
2 1 7.37385 7.37371
2 1 7.37448 7.37371
2 1 7.37385 7.37371
2 1 7.37376 7.37371
2 1 7.37409 7.37371
2 1 7.37377 7.37371
2 1 7.37373 7.37371
2 1 7.3739 7.37371
2 1 7.37432 7.37371
2 1 7.37382 7.37371
2 1 7.37371 7.37371
2 1 7.37372 7.3737
2 1 7.37377 7.3737
2 1 7.37381 7.3737
2 1 7.37459 7.3737
2 1 7.37469 7.3737
2 1 7.3738 7.3737
2 1 7.37387 7.3737
2 1 7.374 7.3737
2 1 7.37376 7.3737
2 1 7.37374 7.3737
2 1 7.37377 7.3737
2 1 7.37375 7.3737
2 1 7.37377 7.3737
2 1 7.37474 7.3737
2 1 7.37371 7.37369
2 1 7.37371 7.37369
2 1 7.37395 7.37369
2 1 7.37376 7.37369
2 1 7.37383 7.37369
2 1 7.37374 7.37369
2 1 7.3737 7.37369
2 1 7.3758 7.37369
2 1 7.374 7.37369
2 1 7.37371 7.37369
2 1 7.37396 7.37369
2 1 7.37371 7.37369
2 1 7.37378 7.37369
2 1 7.37377 7.37369
2 1 7.37375 7.37368
2 1 7.37376 7.37368
2 1 7.37376 7.37368
2 1 7.37371 7.37368
2 1 7.37374 7.37368
2 1 7.37376 7.37368
2 1 7.56941 7.37368
2 1 7.3737 7.37368
2 1 7.37468 7.37368
2 1 7.37462 7.37368
2 1 7.37371 7.37368
2 1 7.37386 7.37367
2 1 7.37468 7.37367
2 1 7.37393 7.37367
2 1 7.3739 7.37367
2 1 7.37371 7.37367
2 1 7.37377 7.37367
2 1 7.37385 7.37367
2 1 7.37432 7.37367
2 1 7.37407 7.37366
2 1 7.37382 7.37366
2 1 7.37397 7.37366
2 1 7.37394 7.37366
2 1 7.37373 7.37366
2 1 7.37401 7.37366
2 1 7.37371 7.37366
2 1 7.3737 7.37366
2 1 7.37371 7.37366
2 1 7.37376 7.37366
2 1 7.37369 7.37366
2 1 7.37455 7.37366
2 1 7.3737 7.37366
2 1 7.37377 7.37365
2 1 7.37385 7.37365
2 1 7.37377 7.37365
2 1 7.37366 7.37365
2 1 7.37375 7.37365
2 1 7.37371 7.37365
2 1 7.37374 7.37365
2 1 7.37386 7.37365
2 1 7.37394 7.37365
2 1 7.37395 7.37365
2 1 7.37381 7.37365
2 1 7.37407 7.37365
2 1 7.37404 7.37365
2 1 7.37382 7.37364
2 1 7.37374 7.37364
2 1 7.37376 7.37364
2 1 7.37407 7.37364
2 1 7.37413 7.37364
2 1 7.37377 7.37364
2 1 7.374 7.37364
2 1 7.37496 7.37364
2 1 7.37622 7.37364
2 1 7.37379 7.37363
2 1 7.37396 7.37363
2 1 7.37363 7.37363
2 1 7.37394 7.37363
2 1 7.37414 7.37363
2 1 7.37393 7.37363
2 1 7.37395 7.37362
2 1 7.37373 7.37362
2 1 7.37477 7.37362
2 1 7.37405 7.37362
2 1 7.37383 7.37362
2 1 7.37371 7.37362
2 1 7.37368 7.37362
2 1 7.3738 7.37362
2 1 7.37373 7.37362
2 1 7.37373 7.37362
2 1 7.37376 7.37362
2 1 7.37362 7.37362
2 1 7.37416 7.37362
2 1 7.37425 7.37362
2 1 7.3737 7.37361
2 1 7.37364 7.37361
2 1 7.37382 7.37361
2 1 7.37386 7.37361
2 1 7.37386 7.37361
2 1 7.37361 7.3736
2 1 7.38774 7.3736
2 1 7.37383 7.3736
2 1 7.3739 7.37359
2 1 7.37445 7.37359
2 1 7.37372 7.37359
2 1 7.37375 7.37359
2 1 7.37359 7.37358
2 1 7.37369 7.37358
2 1 7.37375 7.37358
2 1 7.37441 7.37358
2 1 7.37376 7.37358
2 1 7.37425 7.37357
2 1 7.37399 7.37357
2 1 7.37377 7.37357
2 1 7.3737 7.37357
2 1 7.37374 7.37357
2 1 7.37377 7.37357
2 1 7.37373 7.37357
2 1 7.37573 7.37357
2 1 7.37383 7.37357
2 1 7.37504 7.37357
2 1 7.37464 7.37357
2 1 7.37613 7.37356
2 1 7.37383 7.37356
2 1 7.37391 7.37356
2 1 7.37378 7.37355
2 1 7.37376 7.37355
2 1 7.37358 7.37355
2 1 7.37368 7.37355
2 1 7.37376 7.37355
2 1 7.3736 7.37355
2 1 7.38197 7.37355
2 1 7.3759 7.37354
2 1 7.37421 7.37354
2 1 7.37411 7.37354
2 1 7.37446 7.37354
2 1 7.37372 7.37354
2 1 7.37371 7.37354
2 1 7.37365 7.37354
2 1 7.37471 7.37353
2 1 7.38256 7.37353
2 1 7.37422 7.37352
2 1 7.37382 7.37352
2 1 7.37384 7.37352
2 1 7.37384 7.37352
2 1 7.37378 7.37352
2 1 7.37384 7.37352
2 1 7.37406 7.37352
2 1 7.37374 7.37352
2 1 7.37356 7.37351
2 1 7.37367 7.37351
2 1 7.37376 7.37351
2 1 7.37641 7.37351
2 1 7.37376 7.37351
2 1 7.37379 7.37351
2 1 7.49577 7.37351
2 1 7.37399 7.37351
2 1 7.37414 7.3735
2 1 7.37559 7.3735
2 1 7.40761 7.3735
2 1 7.37519 7.3735
2 1 7.37359 7.3735
2 1 7.37364 7.3735
2 1 7.37371 7.3735
2 1 7.37407 7.3735
2 1 7.37366 7.3735
2 1 7.37489 7.3735
2 1 7.37367 7.37349
2 1 7.37385 7.37349
2 1 7.37397 7.37348
2 1 7.37387 7.37348
2 1 7.37471 7.37348
2 1 7.38024 7.37348
2 1 7.3736 7.37348
2 1 7.37489 7.37348
2 1 7.37405 7.37348
2 1 7.37376 7.37348
2 1 7.37373 7.37348
2 1 7.37416 7.37347
2 1 7.37385 7.37346
2 1 7.37387 7.37346
2 1 7.37423 7.37346
2 1 7.37369 7.37346
2 1 7.37394 7.37346
2 1 7.37666 7.37346
2 1 7.37387 7.37346
2 1 7.37451 7.37345
2 1 7.37468 7.37345
2 1 7.57395 7.37345
2 1 7.37364 7.37345
2 1 7.37378 7.37345
2 1 7.37414 7.37345
2 1 7.37538 7.37345
2 1 7.38097 7.37345
2 1 7.37372 7.37344
2 1 7.37385 7.37344
2 1 7.37386 7.37344
2 1 7.37545 7.37344
2 1 7.38422 7.37344
2 1 7.37392 7.37344
2 1 7.37385 7.37344
2 1 7.37424 7.37343
2 1 7.37462 7.37342
2 1 7.37414 7.37342
2 1 7.37459 7.37342
2 1 7.37378 7.37341
2 1 7.37604 7.37341
2 1 7.3784 7.37341
2 1 7.37513 7.37341
2 1 7.37382 7.37341
2 1 7.376 7.37341
2 1 7.37409 7.37341
2 1 7.37349 7.37341
2 1 7.37569 7.37341
2 1 7.37345 7.3734
2 1 7.37549 7.3734
2 1 7.37346 7.3734
2 1 7.37565 7.3734
2 1 7.39355 7.3734
2 1 7.37343 7.3734
2 1 7.37362 7.3734
2 1 7.37922 7.3734
2 1 7.3739 7.37339
2 1 7.37384 7.37339
2 1 7.37392 7.37339
2 1 7.37388 7.37339
2 1 7.37363 7.37339
2 1 7.3759 7.37338
2 1 7.37412 7.37338
2 1 7.37362 7.37338
2 1 7.37416 7.37338
2 1 7.38422 7.37338
2 1 7.38577 7.37337
2 1 7.43507 7.37337
2 1 7.71879 7.37337
2 1 7.37374 7.37337
2 1 7.37359 7.37337
2 1 7.37563 7.37337
2 1 7.37341 7.37337
2 1 7.37384 7.37337
2 1 7.3739 7.37336
2 1 7.37452 7.37336
2 1 7.37649 7.37336
2 1 7.3737 7.37336
2 1 7.37483 7.37335
2 1 7.71157 7.37335
2 1 7.37356 7.37335
2 1 7.37373 7.37335
2 1 7.37495 7.37335
2 1 7.37419 7.37335
2 1 7.37374 7.37335
2 1 7.38786 7.37334
2 1 7.38145 7.37334
2 1 7.3756 7.37334
2 1 7.37362 7.37333
2 1 7.37566 7.37333
2 1 7.37463 7.37333
2 1 7.37372 7.37333
2 1 7.37685 7.37333
2 1 7.37374 7.37332
2 1 7.37376 7.37331
2 1 7.37368 7.37331
2 1 7.37343 7.37331
2 1 7.37481 7.3733
2 1 7.37435 7.37329
2 1 7.37411 7.37329
2 1 7.37904 7.37329
2 1 7.37663 7.37329
2 1 7.38124 7.37328
2 1 7.37662 7.37328
2 1 7.37359 7.37328
2 1 7.44024 7.37328
2 1 7.37468 7.37328
2 1 7.37356 7.37327
2 1 7.37423 7.37326
2 1 7.37374 7.37326
2 1 7.37463 7.37326
2 1 7.37374 7.37326
2 1 7.37374 7.37326
2 1 7.37647 7.37325
2 1 7.3738 7.37325
2 1 7.37393 7.37324
2 1 7.38826 7.37324
2 1 7.37641 7.37324
2 1 7.37409 7.37323
2 1 7.37438 7.37323
2 1 7.37359 7.37323
2 1 7.37397 7.37323
2 1 7.37355 7.37323
2 1 7.3902 7.37322
2 1 7.47556 7.37322
2 1 7.38092 7.37321
2 1 7.39639 7.37321
2 1 7.37511 7.37321
2 1 7.37686 7.3732
2 1 7.37468 7.3732
2 1 7.37413 7.37319
2 1 7.3738 7.37318
2 1 7.38026 7.37318
2 1 7.37384 7.37317
2 1 7.37371 7.37316
2 1 7.37648 7.37315
2 1 7.37402 7.37315
2 1 7.37333 7.37314
2 1 7.37376 7.37314
2 1 7.3756 7.37314
2 1 7.37447 7.37311
2 1 7.37552 7.3731
2 1 7.37334 7.37309
2 1 7.37346 7.37309
2 1 7.38325 7.37309
2 1 7.37745 7.37309
2 1 7.37378 7.37308
2 1 7.37481 7.37308
2 1 7.37506 7.37307
2 1 7.37394 7.37306
2 1 7.37428 7.37305
2 1 7.37362 7.37304
2 1 7.37394 7.37304
2 1 7.37327 7.37304
2 1 7.37489 7.37304
2 1 8.27679 7.37304
2 1 7.37407 7.37304
2 1 7.37494 7.37303
2 1 7.37465 7.37303
2 1 7.37412 7.37303
2 1 7.37451 7.37303
2 1 7.37367 7.37303
2 1 7.37439 7.37302
2 1 7.37413 7.37302
2 1 8.23045 7.37301
2 1 7.37348 7.37301
2 1 7.37356 7.37301
2 1 7.37384 7.373
2 1 7.3966 7.37298
2 1 7.37302 7.37298
2 1 7.37374 7.37297
2 1 7.38031 7.37297
2 1 7.37421 7.37297
2 1 7.39891 7.37296
2 1 7.64699 7.37295
2 1 7.37374 7.37294
2 1 7.37344 7.37292
2 1 7.37344 7.37292
2 1 7.37527 7.37292
2 1 7.37632 7.37291
2 1 7.37302 7.37289
2 1 7.37429 7.37289
2 1 7.38007 7.37289
2 1 7.37572 7.37287
2 1 7.37399 7.37286
2 1 7.37339 7.37286
2 1 7.37512 7.37286
2 1 7.37405 7.37285
2 1 7.37788 7.37283
2 1 7.37639 7.37282
2 1 7.37803 7.37281
2 1 7.37675 7.37281
2 1 7.37634 7.37279
2 1 7.37425 7.37279
2 1 7.37422 7.37278
2 1 7.37353 7.37277
2 1 7.37435 7.37277
2 1 7.37877 7.37276
2 1 7.37763 7.37276
2 1 7.37948 7.37276
2 1 7.37896 7.37276
2 1 7.37343 7.37275
2 1 7.37383 7.37275
2 1 7.3749 7.37275
2 1 7.37285 7.37274
2 1 7.38019 7.37273
2 1 7.37354 7.37273
2 1 7.39222 7.37272
2 1 7.37326 7.37269
2 1 7.37344 7.37269
2 1 7.37284 7.37268
2 1 7.37562 7.37265
2 1 7.37372 7.37265
2 1 7.37782 7.37263
2 1 7.37471 7.37262
2 1 7.37343 7.37262
2 1 7.37566 7.37261
2 1 7.37549 7.37261
2 1 7.37461 7.37259
2 1 7.39327 7.37258
2 1 7.37821 7.37257
2 1 7.54118 7.37256
2 1 7.37479 7.37255
2 1 7.37376 7.37255
2 1 7.37479 7.37253
2 1 7.37416 7.3725
2 1 7.37384 7.3725
2 1 7.37355 7.3725
2 1 7.3743 7.37248
2 1 7.3743 7.37248
2 1 7.37383 7.37248
2 1 7.37573 7.37242
2 1 7.37486 7.37242
2 1 7.37394 7.37242
2 1 7.58597 7.37242
2 1 7.37431 7.3724
2 1 7.37379 7.37239
2 1 7.37856 7.37239
2 1 7.37534 7.37239
2 1 7.38024 7.37238
2 1 7.37471 7.37238
2 1 8.14623 7.37237
2 1 7.38358 7.37236
2 1 7.37426 7.37229
2 1 7.44849 7.37229
2 1 7.37389 7.37225
2 1 7.374 7.37222
2 1 7.38222 7.37222
2 1 7.3777 7.37221
2 1 7.37379 7.37216
2 1 7.38609 7.37215
2 1 7.37607 7.37213
2 1 7.37341 7.37212
2 1 7.37471 7.37212
2 1 7.3757 7.3721
2 1 7.37427 7.37208
2 1 7.37352 7.37205
2 1 7.37373 7.37204
2 1 7.37461 7.37204
2 1 7.37332 7.37204
2 1 7.37321 7.37203
2 1 7.37594 7.37199
2 1 7.37347 7.37192
2 1 7.37848 7.37192
2 1 7.37402 7.37186
2 1 7.37351 7.37185
2 1 7.37524 7.37184
2 1 7.38679 7.37184
2 1 7.3779 7.37174
2 1 7.3746 7.37174
2 1 7.37199 7.37173
2 1 7.38072 7.3717
2 1 7.37225 7.37168
2 1 7.3734 7.37166
2 1 7.44054 7.37161
2 1 7.37727 7.3716
2 1 7.37462 7.37155
2 1 7.38216 7.37151
2 1 7.38735 7.37149
2 1 7.3737 7.37146
2 1 7.37218 7.37143
2 1 7.37348 7.37143
2 1 7.37713 7.37143
2 1 7.37947 7.37141
2 1 7.37411 7.37138
2 1 7.37727 7.37136
2 1 7.37237 7.37128
2 1 7.37351 7.37127
2 1 7.37914 7.37123
2 1 7.40343 7.37121
2 1 7.37865 7.3712
2 1 7.4349 7.37112
2 1 7.37405 7.37111
2 1 7.52243 7.37096
2 1 7.37299 7.37083
2 1 7.3827 7.37082
2 1 7.37289 7.37077
2 1 7.37374 7.37076
2 1 7.38958 7.37073
2 1 7.37226 7.3707
2 1 7.37252 7.37066
2 1 7.37308 7.37063
2 1 7.38457 7.37063
2 1 7.37128 7.37057
2 1 7.37826 7.37054
2 1 7.37439 7.37037
2 1 7.37205 7.37031
2 1 7.37193 7.37031
2 1 7.37454 7.37018
2 1 7.38097 7.37006
2 1 7.37508 7.36995
2 1 7.37368 7.3699
2 1 7.3739 7.36982
2 1 7.37666 7.36965
2 1 7.38282 7.36952
2 1 7.38282 7.36952
2 1 7.38334 7.36952
2 1 7.49651 7.36932
2 1 7.36965 7.36931
2 1 7.37344 7.36931
2 1 7.37315 7.36908
2 1 7.37326 7.36893
2 1 7.38358 7.36891
2 1 7.36949 7.3689
2 1 7.37175 7.36879
2 1 7.37028 7.36875
2 1 7.38334 7.36795
2 1 7.37109 7.36751
2 1 7.37766 7.36716
2 1 7.36741 7.36713
2 1 7.36713 7.36701
2 1 7.3746 7.36697
2 1 7.37289 7.36659
2 1 7.3738 7.36609
2 1 7.36436 7.36284
2 1 7.38267 7.36275
2 1 7.37295 7.3619
2 1 7.38267 7.3615
2 1 7.37593 7.36014
2 1 8.89432 -inf
2 1 8.67897 -inf
2 1 8.30251 -inf
2 2 9.0097 8.98823
2 2 8.65754 8.60818
2 2 8.46307 8.45268
2 2 8.3644 8.35671
2 2 8.35624 8.34039
2 2 8.33419 8.32183
2 2 8.29531 8.28384
2 2 8.25677 8.16704
2 2 8.10209 8.09451
2 2 8.11333 8.08421
2 2 8.05798 8.05326
2 2 8.11266 8.04545
2 2 8.04241 8.00916
2 2 8.00707 7.98561
2 2 7.98995 7.98216
2 2 7.95895 7.95418
2 2 7.95316 7.9478
2 2 8.04951 7.94395
2 2 7.95667 7.93685
2 2 7.95508 7.92576
2 2 7.94853 7.91411
2 2 7.89536 7.89496
2 2 7.94355 7.89366
2 2 7.9173 7.89193
2 2 7.91528 7.88953
2 2 7.88518 7.88185
2 2 7.88679 7.87569
2 2 8.00172 7.87385
2 2 7.88001 7.87352
2 2 7.94683 7.87095
2 2 7.87957 7.86994
2 2 7.88732 7.85963
2 2 7.89752 7.83616
2 2 7.84803 7.83003
2 2 7.8809 7.82802
2 2 7.86899 7.82637
2 2 7.85298 7.81287
2 2 7.83315 7.80828
2 2 7.80918 7.80395
2 2 7.86584 7.79995
2 2 7.82003 7.79916
2 2 7.79904 7.79892
2 2 7.79565 7.79517
2 2 7.79771 7.79304
2 2 7.83969 7.78911
2 2 7.79891 7.78891
2 2 7.81445 7.78646
2 2 7.79332 7.78563
2 2 7.79347 7.78488
2 2 7.8169 7.78322
2 2 7.88082 7.78039
2 2 7.79256 7.77985
2 2 7.78424 7.77289
2 2 7.79644 7.7708
2 2 7.85298 7.77045
2 2 7.81094 7.76411
2 2 7.87818 7.76035
2 2 7.77242 7.75969
2 2 7.77075 7.7594
2 2 7.81276 7.7593
2 2 7.77754 7.75846
2 2 7.94688 7.75817
2 2 7.77791 7.75398
2 2 7.88127 7.75388
2 2 7.80847 7.74759
2 2 7.80222 7.74453
2 2 7.75752 7.74306
2 2 7.76072 7.74303
2 2 7.73586 7.73279
2 2 7.77227 7.73208
2 2 7.75619 7.72868
2 2 7.83379 7.72333
2 2 7.79966 7.71988
2 2 7.76569 7.71855
2 2 7.71794 7.70823
2 2 7.75121 7.70775
2 2 7.71007 7.70766
2 2 7.7116 7.70751
2 2 7.70642 7.70498
2 2 7.70178 7.70173
2 2 7.69554 7.69224
2 2 7.72718 7.69185
2 2 7.71141 7.69171
2 2 7.72311 7.68756
2 2 7.68424 7.68137
2 2 7.703 7.67875
2 2 7.79395 7.67726
2 2 7.75888 7.67651
2 2 7.68127 7.6716
2 2 7.68217 7.67152
2 2 7.68093 7.67099
2 2 7.68906 7.66813
2 2 7.74509 7.66725
2 2 7.71396 7.66713
2 2 7.66687 7.66016
2 2 7.71169 7.65932
2 2 7.69564 7.65699
2 2 7.70874 7.6569
2 2 7.79163 7.65261
2 2 7.70327 7.6478
2 2 7.71007 7.64662
2 2 7.72013 7.64353
2 2 7.83358 7.63736
2 2 7.71596 7.63511
2 2 7.76197 7.63496
2 2 7.72783 7.63212
2 2 7.68433 7.63117
2 2 7.68576 7.62707
2 2 7.63311 7.62574
2 2 7.73819 7.62119
2 2 7.62092 7.61919
2 2 7.62051 7.61866
2 2 7.6272 7.61772
2 2 7.6475 7.61689
2 2 7.62795 7.61245
2 2 7.66722 7.6091
2 2 7.64691 7.60125
2 2 7.72315 7.59065
2 2 7.71828 7.59042
2 2 7.60081 7.58955
2 2 7.61718 7.58663
2 2 7.61607 7.58602
2 2 7.58703 7.58563
2 2 7.58983 7.58222
2 2 7.60488 7.54659
2 2 7.56498 7.54616
2 2 7.59847 7.54345
2 2 7.56789 7.54076
2 2 7.54301 7.53961
2 2 7.59835 7.5394
2 2 7.53974 7.53836
2 2 7.58508 7.53792
2 2 7.5381 7.53619
2 2 7.57867 7.53193
2 2 7.54386 7.53079
2 2 7.54795 7.53075
2 2 7.57834 7.53046
2 2 7.53256 7.52871
2 2 7.53003 7.52587
2 2 7.76033 7.52568
2 2 7.53174 7.52519
2 2 7.53958 7.52305
2 2 7.55566 7.52013
2 2 7.54566 7.51636
2 2 7.57235 7.51284
2 2 7.53708 7.51284
2 2 7.59928 7.50622
2 2 7.60132 7.50391
2 2 7.62184 7.50339
2 2 7.52016 7.49956
2 2 7.5211 7.49333
2 2 7.5303 7.49194
2 2 7.63469 7.4907
2 2 7.57962 7.48823
2 2 7.52297 7.48751
2 2 7.51939 7.48381
2 2 7.51632 7.48356
2 2 7.51133 7.48135
2 2 7.4999 7.48122
2 2 7.50812 7.47784
2 2 7.55029 7.47651
2 2 7.50073 7.47613
2 2 7.51152 7.47583
2 2 7.4987 7.4708
2 2 7.47769 7.46725
2 2 7.52776 7.46616
2 2 7.62492 7.46324
2 2 7.46715 7.45991
2 2 7.46111 7.45952
2 2 7.50506 7.45933
2 2 7.49171 7.4589
2 2 7.45885 7.45876
2 2 7.45593 7.45456
2 2 7.45703 7.45439
2 2 7.45534 7.45284
2 2 7.5211 7.45282
2 2 7.45578 7.45259
2 2 7.45282 7.45158
2 2 7.4559 7.45114
2 2 7.4557 7.45071
2 2 7.46975 7.45051
2 2 7.51971 7.45045
2 2 7.48688 7.45018
2 2 7.45575 7.44999
2 2 7.4567 7.44946
2 2 7.45324 7.4486
2 2 7.45035 7.44845
2 2 7.45333 7.44795
2 2 7.45412 7.44733
2 2 7.46064 7.44715
2 2 7.46474 7.44567
2 2 7.45138 7.44564
2 2 7.53045 7.4446
2 2 7.45703 7.44349
2 2 7.5876 7.44329
2 2 7.45035 7.44167
2 2 7.53405 7.44082
2 2 7.44405 7.44079
2 2 7.46796 7.43988
2 2 7.45738 7.43912
2 2 7.45226 7.43676
2 2 7.44692 7.42849
2 2 7.46686 7.42744
2 2 7.46228 7.42621
2 2 7.52278 7.4257
2 2 7.45284 7.42548
2 2 7.47317 7.42522
2 2 7.44661 7.41821
2 2 7.53649 7.41762
2 2 7.56535 7.41381
2 2 7.49138 7.40884
2 2 7.45833 7.40883
2 2 7.49611 7.40553
2 2 7.60971 7.40176
2 2 7.58224 7.40162
2 2 7.42397 7.40043
2 2 7.3992 7.39908
2 2 7.39963 7.39666
2 2 7.42721 7.39259
2 2 7.52218 7.39226
2 2 7.44231 7.38853
2 2 7.38981 7.38769
2 2 7.54725 7.38739
2 2 7.40255 7.38358
2 2 7.59268 7.3828
2 2 7.38814 7.38174
2 2 7.38026 7.37725
2 2 7.39873 7.37661
2 2 7.37516 7.37459
2 2 7.42106 7.37454
2 2 7.37471 7.37387
2 2 7.37362 7.3736
2 2 7.37374 7.37356
2 2 7.37373 7.37353
2 2 7.37372 7.37352
2 2 7.37351 7.3735
